year,division,station,station_code,offence_code,offence_category,offence_group,incident_count
2014,DMR North Division,Howth,63402,05,Kidnapping and related offences (05),Kidnapping and related offences,2
2014,DMR North Division,Howth,63402,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",19
2014,DMR North Division,Howth,63402,07,Burglary and related offences (07),Burglary and related offences,211
2014,DMR North Division,Howth,63402,08,Theft and related offences (08),Theft and related offences,274
2014,DMR North Division,Howth,63402,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",9
2014,DMR North Division,Howth,63402,10,Controlled drug offences (10),Controlled drug offences,21
2014,DMR North Division,Howth,63402,11,Weapons and explosives offences (11),Weapons and explosives offences,3
2014,DMR North Division,Howth,63402,12,Damage to property and to the environment  offences (12),Damage to property & environment,100
2014,DMR North Division,Howth,63402,13,Public order and other social code offences (13),Public order & social code offences,49
2014,DMR North Division,Howth,63402,14,Road and traffic offences (14),Road and traffic offences,130
2014,DMR North Division,Howth,63402,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",12
2014,DMR North Division,Howth,63402,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2014,DMR North Division,Raheny,63403,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",41
2014,DMR North Division,Raheny,63403,04,Dangerous or negligent acts (04),Dangerous or negligent acts,64
2014,DMR North Division,Raheny,63403,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2014,DMR North Division,Raheny,63403,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",14
2014,DMR North Division,Raheny,63403,07,Burglary and related offences (07),Burglary and related offences,214
2014,DMR North Division,Raheny,63403,08,Theft and related offences (08),Theft and related offences,317
2014,DMR North Division,Raheny,63403,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",28
2014,DMR North Division,Raheny,63403,10,Controlled drug offences (10),Controlled drug offences,52
2014,DMR North Division,Raheny,63403,11,Weapons and explosives offences (11),Weapons and explosives offences,6
2014,DMR North Division,Raheny,63403,12,Damage to property and to the environment  offences (12),Damage to property & environment,120
2014,DMR North Division,Raheny,63403,13,Public order and other social code offences (13),Public order & social code offences,66
2014,DMR North Division,Raheny,63403,14,Road and traffic offences (14),Road and traffic offences,161
2014,DMR North Division,Raheny,63403,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",15
2014,DMR North Division,Raheny,63403,16,Offences not elsewhere classified (16),Offences not elsewhere classified,4
2014,DMR South Division,Crumlin,64101,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",91
2014,DMR South Division,Crumlin,64101,04,Dangerous or negligent acts (04),Dangerous or negligent acts,45
2014,DMR South Division,Crumlin,64101,05,Kidnapping and related offences (05),Kidnapping and related offences,3
2014,DMR South Division,Crumlin,64101,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",44
2014,DMR South Division,Crumlin,64101,07,Burglary and related offences (07),Burglary and related offences,283
2014,DMR South Division,Crumlin,64101,08,Theft and related offences (08),Theft and related offences,484
2014,DMR South Division,Crumlin,64101,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",43
2014,DMR South Division,Crumlin,64101,10,Controlled drug offences (10),Controlled drug offences,67
2014,DMR South Division,Crumlin,64101,11,Weapons and explosives offences (11),Weapons and explosives offences,19
2014,DMR South Division,Crumlin,64101,12,Damage to property and to the environment  offences (12),Damage to property & environment,272
2014,DMR South Division,Crumlin,64101,13,Public order and other social code offences (13),Public order & social code offences,96
2014,DMR South Division,Crumlin,64101,14,Road and traffic offences (14),Road and traffic offences,280
2014,DMR South Division,Crumlin,64101,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",18
2014,DMR South Division,Crumlin,64101,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2014,DMR South Division,Sundrive Road,64102,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",97
2014,DMR South Division,Sundrive Road,64102,04,Dangerous or negligent acts (04),Dangerous or negligent acts,97
2014,DMR South Division,Sundrive Road,64102,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2014,DMR South Division,Sundrive Road,64102,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",32
2014,DMR South Division,Sundrive Road,64102,07,Burglary and related offences (07),Burglary and related offences,289
2014,DMR South Division,Sundrive Road,64102,08,Theft and related offences (08),Theft and related offences,381
2014,DMR South Division,Sundrive Road,64102,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",29
2014,DMR South Division,Sundrive Road,64102,10,Controlled drug offences (10),Controlled drug offences,153
2014,DMR South Division,Sundrive Road,64102,11,Weapons and explosives offences (11),Weapons and explosives offences,29
2014,DMR South Division,Sundrive Road,64102,12,Damage to property and to the environment  offences (12),Damage to property & environment,252
2014,DMR South Division,Sundrive Road,64102,13,Public order and other social code offences (13),Public order & social code offences,125
2014,DMR South Division,Sundrive Road,64102,14,Road and traffic offences (14),Road and traffic offences,233
2014,DMR South Division,Sundrive Road,64102,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",17
2014,DMR South Division,Sundrive Road,64102,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2014,DMR South Division,Rathfarnham,64201,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",83
2014,DMR South Division,Rathfarnham,64201,04,Dangerous or negligent acts (04),Dangerous or negligent acts,161
2014,DMR South Division,Rathfarnham,64201,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2014,DMR South Division,Rathfarnham,64201,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",15
2014,DMR South Division,Rathfarnham,64201,07,Burglary and related offences (07),Burglary and related offences,434
2014,DMR South Division,Rathfarnham,64201,08,Theft and related offences (08),Theft and related offences,874
2014,DMR South Division,Rathfarnham,64201,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",55
2014,DMR South Division,Rathfarnham,64201,10,Controlled drug offences (10),Controlled drug offences,286
2014,DMR South Division,Rathfarnham,64201,11,Weapons and explosives offences (11),Weapons and explosives offences,27
2014,DMR South Division,Rathfarnham,64201,12,Damage to property and to the environment  offences (12),Damage to property & environment,317
2014,DMR South Division,Rathfarnham,64201,13,Public order and other social code offences (13),Public order & social code offences,220
2014,DMR South Division,Rathfarnham,64201,14,Road and traffic offences (14),Road and traffic offences,418
2014,DMR South Division,Rathfarnham,64201,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",25
2014,DMR South Division,Rathfarnham,64201,16,Offences not elsewhere classified (16),Offences not elsewhere classified,10
2014,DMR South Division,Tallaght,64202,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",322
2014,DMR South Division,Tallaght,64202,04,Dangerous or negligent acts (04),Dangerous or negligent acts,367
2014,DMR South Division,Tallaght,64202,05,Kidnapping and related offences (05),Kidnapping and related offences,2
2014,DMR South Division,Tallaght,64202,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",188
